2025-05-08 21:00:28|test_00_so_config_check.<module> line:159| allure_dir: /Users/zhangang/Documents/PyFile/erp_autotest/reports/allure-results
2025-05-08 21:00:30|LogUtil.info line:33| 当前测试环境: test
2025-05-08 21:00:30|MysqlUtil.__init__ line:36| 数据库管理器初始化完成，运行时模式: False
2025-05-08 21:00:30|MysqlUtil.__init__ line:36| 数据库管理器初始化完成，运行时模式: False
2025-05-08 21:00:30|LogUtil.info line:33| 文件缓存命中：使用缓存的SCM初始化数据
2025-05-08 21:00:30|login_manager.__init__ line:19| 初始化登录管理器
2025-05-08 21:00:30|login_manager.__init__ line:24| IAM URL: https://t-erp-iam-test.app.terminus.io
2025-05-08 21:00:30|login_manager.__init__ line:25| API URL: https://t-erp-portal-test.app.terminus.io
2025-05-08 21:00:30|login_manager.__init__ line:56| 登录管理器初始化完成
2025-05-08 21:00:30|login_manager.login line:69| 开始登录流程
2025-05-08 21:00:30|login_manager.login line:72| 使用配置文件中的默认账号密码
2025-05-08 21:00:30|login_manager.login line:76| 使用账号: 17376596912
2025-05-08 21:00:30|login_manager.login line:86| 登录URL: https://t-erp-iam-test.app.terminus.io/iam/api/v1/user/login/account
2025-05-08 21:00:31|login_manager.login line:92| 登录响应状态码: 200
2025-05-08 21:00:31|login_manager.login line:101| 重定向URL: https://t-erp-portal-test.app.terminus.io/TERP_PORTAL-TERP-tpf_umwrhzbg/login
2025-05-08 21:00:31|login_manager.get_current_user line:130| 获取用户信息URL: https://t-erp-portal-test.app.terminus.io/api/trantor/portal/user/current
2025-05-08 21:00:31|login_manager.get_current_user line:136| 获取用户信息响应状态码: 200
2025-05-08 21:00:31|login_manager.login line:114| 登录成功，用户信息: {'requestId': 'a3b5b7eb-1609124', 'success': True, 'data': {'id': 540175374525637, 'username': 'zhangang', 'email': 'zhangang.26@163.com', 'mobile': '17376596912', 'nickname': '章昂', 'status': True, 'avatar': 'https://terminus-new-trantor.oss-cn-hangzhou.aliyuncs.com/iam/user/avatar/540175374525637/2025-03-10_14_44_32_7dbc5543-0152-4a67-9901-b7da94c6ba4f_%E5%A4%8D%E6%B4%BB%E5%B2%9B%E5%B7%A8%E4%BA%BA%E5%83%8F.png'}}
2025-05-08 21:00:31|LogUtil.info line:33| 测试类初始化完成
2025-05-08 21:00:31|LogUtil.info line:33| 开始测试: test_01_query_order_type
2025-05-08 21:00:31|LogUtil.info line:33| 发送请求: 查询订单类型
2025-05-08 21:00:31|test_00_so_config_check.test_01_query_order_type line:87| 找到STND记录, ID: 2101001
2025-05-08 21:00:31|LogUtil.info line:33| 开始测试: test_02_query_order_type_detail
2025-05-08 21:00:31|LogUtil.info line:33| 发送请求: 查询订单类型
2025-05-08 21:00:31|test_00_so_config_check.test_01_query_order_type line:87| 找到STND记录, ID: 2101001
2025-05-08 21:00:31|test_00_so_config_check.test_02_query_order_type_detail line:109| self.so_stnd_id: 2101001
2025-05-08 21:00:31|LogUtil.info line:33| 发送请求: 查询订单类型详情
2025-05-08 21:00:32|test_00_so_config_check.test_02_query_order_type_detail line:131| response: {'soTypeCode': 'STND', 'soTypeName': '标准销售', 'partnerProcedureHeadRef': {'id': 14005002}, 'attachmentProcedureHeadRef': None, 'status': 'ENABLED', 'soTypeDesc': '标准销售', 'genTextTypeRef': None, 'isRev': False, 'isSubmitApproval': True, 'isModifyApproval': False, 'currExchangeRateType': {'id': 2000001}, 'btClass': 'SALES', 'effectiveDays': None, 'syncPrice': False, 'isDefault': False, 'id': 2101001, 'createdBy': {'id': 27}, 'updatedBy': {'id': 477234922377861}, 'createdAt': 1685108645000, 'updatedAt': 1745892294000, 'version': 68, 'deleted': 0, 'originOrgId': 0}
2025-05-08 21:00:59|LogUtil.info line:33| 当前测试环境: test
2025-05-08 21:01:00|MysqlUtil.__init__ line:36| 数据库管理器初始化完成，运行时模式: False
2025-05-08 21:01:00|MysqlUtil.__init__ line:36| 数据库管理器初始化完成，运行时模式: False
2025-05-08 21:01:00|LogUtil.info line:33| 文件缓存命中：使用缓存的SCM初始化数据
2025-05-08 21:01:00|login_manager.__init__ line:19| 初始化登录管理器
2025-05-08 21:01:00|login_manager.__init__ line:24| IAM URL: https://t-erp-iam-test.app.terminus.io
2025-05-08 21:01:00|login_manager.__init__ line:25| API URL: https://t-erp-portal-test.app.terminus.io
2025-05-08 21:01:00|login_manager.__init__ line:56| 登录管理器初始化完成
